rod,worth ($),max worth added per % height ($/%),max worth added per height ($/in),reactivity addition rate ($/sec),max motor speed (in/min)
safe,2.5930119232041453,0.034851609534734485,0.23295549531111998,0.07376924018185466,41.20958806822254
shim,2.896247047306138,0.044297381522934935,0.29609302386382824,0.05428372104170184,32.422243100246064
reg,1.3875717142024573,0.020298075250540327,0.13567660825361166,0.05427064330144467,70.75648576101881
