rod,worth ($),max worth added per % height ($/%),max worth added per height ($/in),reactivity addition rate ($/sec),max motor speed (in/min)
safe,2.6885168860971347,0.042580696812332904,0.28461834185085677,0.09012914158610465,33.72937927180571
shim,3.3522820245515637,0.04505465563905204,0.3011548034820847,0.05521171397171552,31.877293302316833
reg,1.5993827356962051,0.022555618246786167,0.15076650091272858,0.06030660036509143,63.67462229263366
