height (%),bank,bank unc
0,5.741351161187412,0.07218251514127551
10,5.521145496999423,0.07201838438803763
20,5.155891207224881,0.08145820982319957
30,4.469878819023196,0.07188512314380963
40,3.7729367111840113,0.07400331057217106
50,2.7522727901667468,0.07389386338699391
60,1.9011432121009813,0.07527013001549061
70,1.1836797316358054,0.0682400821270929
80,0.6953972733515629,0.07039240813430547
90,0.37883789396439177,0.07144715400738394
100,0.0,0.0
