tally number,tally desc,volume,energy 1 (MeV),f4 bin 1 (flux),f4 unc 1 (flux),energy 2 (MeV),f4 bin 2 (flux),f4 unc 2 (flux),energy 3 (MeV),f4 bin 3 (flux),f4 unc 3 (flux),energy 4 (MeV),f4 bin 4 (flux),f4 unc 4 (flux),energy 5 (MeV),f4 bin 5 (flux),f4 unc 5 (flux),energy 6 (MeV),f4 bin 6 (flux),f4 unc 6 (flux),energy 7 (MeV),f4 bin 7 (flux),f4 unc 7 (flux),energy 8 (MeV),f4 bin 8 (flux),f4 unc 8 (flux),energy 9 (MeV),f4 bin 9 (flux),f4 unc 9 (flux),energy 10 (MeV),f4 bin 10 (flux),f4 unc 10 (flux),energy 11 (MeV),f4 bin 11 (flux),f4 unc 11 (flux),energy 12 (MeV),f4 bin 12 (flux),f4 unc 12 (flux),energy 13 (MeV),f4 bin 13 (flux),f4 unc 13 (flux),energy 14 (MeV),f4 bin 14 (flux),f4 unc 14 (flux),energy 15 (MeV),f4 bin 15 (flux),f4 unc 15 (flux),energy 16 (MeV),f4 bin 16 (flux),f4 unc 16 (flux),energy 17 (MeV),f4 bin 17 (flux),f4 unc 17 (flux),energy 18 (MeV),f4 bin 18 (flux),f4 unc 18 (flux),energy 19 (MeV),f4 bin 19 (flux),f4 unc 19 (flux),energy 20 (MeV),f4 bin 20 (flux),f4 unc 20 (flux),energy 21 (MeV),f4 bin 21 (flux),f4 unc 21 (flux),energy 22 (MeV),f4 bin 22 (flux),f4 unc 22 (flux),energy 23 (MeV),f4 bin 23 (flux),f4 unc 23 (flux),energy 24 (MeV),f4 bin 24 (flux),f4 unc 24 (flux),energy 25 (MeV),f4 bin 25 (flux),f4 unc 25 (flux),energy 26 (MeV),f4 bin 26 (flux),f4 unc 26 (flux),energy 27 (MeV),f4 bin 27 (flux),f4 unc 27 (flux),energy 28 (MeV),f4 bin 28 (flux),f4 unc 28 (flux),energy 29 (MeV),f4 bin 29 (flux),f4 unc 29 (flux),energy 30 (MeV),f4 bin 30 (flux),f4 unc 30 (flux),energy 31 (MeV),f4 bin 31 (flux),f4 unc 31 (flux),energy 32 (MeV),f4 bin 32 (flux),f4 unc 32 (flux),energy 33 (MeV),f4 bin 33 (flux),f4 unc 33 (flux),energy 34 (MeV),f4 bin 34 (flux),f4 unc 34 (flux),energy 35 (MeV),f4 bin 35 (flux),f4 unc 35 (flux),energy 36 (MeV),f4 bin 36 (flux),f4 unc 36 (flux),energy 37 (MeV),f4 bin 37 (flux),f4 unc 37 (flux),energy 38 (MeV),f4 bin 38 (flux),f4 unc 38 (flux),energy 39 (MeV),f4 bin 39 (flux),f4 unc 39 (flux),energy 40 (MeV),f4 bin 40 (flux),f4 unc 40 (flux),energy 41 (MeV),f4 bin 41 (flux),f4 unc 41 (flux),energy 42 (MeV),f4 bin 42 (flux),f4 unc 42 (flux),energy 43 (MeV),f4 bin 43 (flux),f4 unc 43 (flux),energy 44 (MeV),f4 bin 44 (flux),f4 unc 44 (flux),energy 45 (MeV),f4 bin 45 (flux),f4 unc 45 (flux),energy 46 (MeV),f4 bin 46 (flux),f4 unc 46 (flux),energy 47 (MeV),f4 bin 47 (flux),f4 unc 47 (flux),energy 48 (MeV),f4 bin 48 (flux),f4 unc 48 (flux),energy 49 (MeV),f4 bin 49 (flux),f4 unc 49 (flux),energy 50 (MeV),f4 bin 50 (flux),f4 unc 50 (flux),energy 51 (MeV),f4 bin 51 (flux),f4 unc 51 (flux),energy 52 (MeV),f4 bin 52 (flux),f4 unc 52 (flux),energy 53 (MeV),f4 bin 53 (flux),f4 unc 53 (flux),energy 54 (MeV),f4 bin 54 (flux),f4 unc 54 (flux),energy 55 (MeV),f4 bin 55 (flux),f4 unc 55 (flux),energy 56 (MeV),f4 bin 56 (flux),f4 unc 56 (flux),energy 57 (MeV),f4 bin 57 (flux),f4 unc 57 (flux),energy 58 (MeV),f4 bin 58 (flux),f4 unc 58 (flux),energy 59 (MeV),f4 bin 59 (flux),f4 unc 59 (flux),energy 60 (MeV),f4 bin 60 (flux),f4 unc 60 (flux),energy 61 (MeV),f4 bin 61 (flux),f4 unc 61 (flux),energy 62 (MeV),f4 bin 62 (flux),f4 unc 62 (flux),energy 63 (MeV),f4 bin 63 (flux),f4 unc 63 (flux),energy 64 (MeV),f4 bin 64 (flux),f4 unc 64 (flux),energy 65 (MeV),f4 bin 65 (flux),f4 unc 65 (flux),energy 66 (MeV),f4 bin 66 (flux),f4 unc 66 (flux),energy 67 (MeV),f4 bin 67 (flux),f4 unc 67 (flux),energy 68 (MeV),f4 bin 68 (flux),f4 unc 68 (flux),energy 69 (MeV),f4 bin 69 (flux),f4 unc 69 (flux),energy 70 (MeV),f4 bin 70 (flux),f4 unc 70 (flux),energy 71 (MeV),f4 bin 71 (flux),f4 unc 71 (flux),energy 72 (MeV),f4 bin 72 (flux),f4 unc 72 (flux),energy 73 (MeV),f4 bin 73 (flux),f4 unc 73 (flux),energy 74 (MeV),f4 bin 74 (flux),f4 unc 74 (flux),energy 75 (MeV),f4 bin 75 (flux),f4 unc 75 (flux),energy 76 (MeV),f4 bin 76 (flux),f4 unc 76 (flux),energy 77 (MeV),f4 bin 77 (flux),f4 unc 77 (flux),energy 78 (MeV),f4 bin 78 (flux),f4 unc 78 (flux),energy 79 (MeV),f4 bin 79 (flux),f4 unc 79 (flux),energy 80 (MeV),f4 bin 80 (flux),f4 unc 80 (flux),energy 81 (MeV),f4 bin 81 (flux),f4 unc 81 (flux),energy 82 (MeV),f4 bin 82 (flux),f4 unc 82 (flux),energy 83 (MeV),f4 bin 83 (flux),f4 unc 83 (flux),energy 84 (MeV),f4 bin 84 (flux),f4 unc 84 (flux),energy 85 (MeV),f4 bin 85 (flux),f4 unc 85 (flux),energy 86 (MeV),f4 bin 86 (flux),f4 unc 86 (flux),energy 87 (MeV),f4 bin 87 (flux),f4 unc 87 (flux),energy 88 (MeV),f4 bin 88 (flux),f4 unc 88 (flux),energy 89 (MeV),f4 bin 89 (flux),f4 unc 89 (flux),energy 90 (MeV),f4 bin 90 (flux),f4 unc 90 (flux),energy 91 (MeV),f4 bin 91 (flux),f4 unc 91 (flux),energy 92 (MeV),f4 bin 92 (flux),f4 unc 92 (flux),energy 93 (MeV),f4 bin 93 (flux),f4 unc 93 (flux),energy 94 (MeV),f4 bin 94 (flux),f4 unc 94 (flux),energy 95 (MeV),f4 bin 95 (flux),f4 unc 95 (flux),energy 96 (MeV),f4 bin 96 (flux),f4 unc 96 (flux),energy 97 (MeV),f4 bin 97 (flux),f4 unc 97 (flux),energy 98 (MeV),f4 bin 98 (flux),f4 unc 98 (flux),energy 99 (MeV),f4 bin 99 (flux),f4 unc 99 (flux),energy 100 (MeV),f4 bin 100 (flux),f4 unc 100 (flux),energy 101 (MeV),f4 bin 101 (flux),f4 unc 101 (flux),energy 102 (MeV),f4 bin 102 (flux),f4 unc 102 (flux),energy 103 (MeV),f4 bin 103 (flux),f4 unc 103 (flux),energy 104 (MeV),f4 bin 104 (flux),f4 unc 104 (flux),energy 105 (MeV),f4 bin 105 (flux),f4 unc 105 (flux),energy 106 (MeV),f4 bin 106 (flux),f4 unc 106 (flux),energy 107 (MeV),f4 bin 107 (flux),f4 unc 107 (flux),energy 108 (MeV),f4 bin 108 (flux),f4 unc 108 (flux)
334,log channel (5 W),1.07644E+04,6.2500E-07,2.10546E+06,0.0069,1.0000E-03,2.59171E+05,0.0163,2.0000E+01,2.69388E+05,0.0163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,empty channel (5 W),4.78417E+03,6.2500E-07,3.36335E+06,0.0068,1.0000E-03,3.72276E+05,0.0164,2.0000E+01,3.98754E+05,0.0159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,safe rod poison (250 kW),3.34271E+02,6.2500E-07,7.08180E+10,0.0048,1.0000E-03,8.30091E+11,0.0046,2.0000E+01,4.21286E+12,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,shim rod poison (250 kW),3.34271E+02,6.2500E-07,7.75637E+10,0.0046,1.0000E-03,9.06691E+11,0.0044,2.0000E+01,4.66463E+12,0.0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,reg rod poison (250 kW),3.34271E+02,6.2500E-07,5.84872E+10,0.0053,1.0000E-03,6.68439E+11,0.0051,2.0000E+01,3.35875E+12,0.0028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,rabbit inner vial (250 kW),1.79156E+00,6.2500E-07,2.97527E+12,0.0177,1.0000E-03,1.26341E+12,0.0294,2.0000E+01,2.96112E+12,0.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,ls 1 triga tube (250 kW),2.21913E+02,6.2500E-07,9.27789E+11,0.0057,1.0000E-03,3.30861E+11,0.0109,2.0000E+01,6.19006E+11,0.0080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,ls 11 triga tube (250 kW),2.21913E+02,6.2500E-07,9.56580E+11,0.0056,1.0000E-03,2.91597E+11,0.0116,2.0000E+01,5.16795E+11,0.0088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,ls 21 triga tube (250 kW),2.02774E+02,6.2500E-07,9.48809E+11,0.0057,1.0000E-03,3.28774E+11,0.0111,2.0000E+01,6.35136E+11,0.0081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,ls 31 triga tube (250 kW),2.02774E+02,6.2500E-07,1.02055E+12,0.0055,1.0000E-03,3.51707E+11,0.0108,2.0000E+01,6.47213E+11,0.0081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,linear channel (250 kW),1.07644E+04,6.2500E-07,1.02382E+11,0.0070,1.0000E-03,1.25285E+10,0.0166,2.0000E+01,1.29671E+10,0.0166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,percent channel (250 kW),1.07644E+04,6.2500E-07,1.00094E+11,0.0071,1.0000E-03,1.13390E+10,0.0170,2.0000E+01,1.19554E+10,0.0170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,log channel (250 kW),1.07644E+04,6.2500E-07,1.05273E+11,0.0069,1.0000E-03,1.29585E+10,0.0163,2.0000E+01,1.34694E+10,0.0163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,empty channel (250 kW),4.78417E+03,6.2500E-07,1.68168E+11,0.0068,1.0000E-03,1.86138E+10,0.0164,2.0000E+01,1.99377E+10,0.0159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2114,safe rod poison (5 W spectrum),3.34271E+02,1.0000E-08,1.07017E+04,0.0244,2.0000E-08,4.15924E+04,0.0151,3.0000E-08,6.56737E+04,0.0135,4.0000E-08,8.47095E+04,0.0130,5.0000E-08,9.09284E+04,0.0134,6.0000E-08,9.02255E+04,0.0140,7.0000E-08,8.56897E+04,0.0150,8.0000E-08,8.20795E+04,0.0162,9.0000E-08,7.10961E+04,0.0180,1.0000E-07,6.28747E+04,0.0201,2.0000E-07,3.08597E+05,0.0101,3.0000E-07,1.29984E+05,0.0185,4.0000E-07,1.04395E+05,0.0226,5.0000E-07,9.15960E+04,0.0258,6.0000E-07,7.88861E+04,0.0284,7.0000E-07,7.39771E+04,0.0314,8.0000E-07,6.60664E+04,0.0324,9.0000E-07,6.40352E+04,0.0353,1.0000E-06,5.77589E+04,0.0363,2.0000E-06,4.70529E+05,0.0148,3.0000E-06,3.54564E+05,0.0190,4.0000E-06,2.91524E+05,0.0219,5.0000E-06,2.50109E+05,0.0237,6.0000E-06,2.21044E+05,0.0257,7.0000E-06,1.90614E+05,0.0277,8.0000E-06,1.98798E+05,0.0282,9.0000E-06,1.81529E+05,0.0299,1.0000E-05,1.66193E+05,0.0312,2.0000E-05,1.25696E+06,0.0132,3.0000E-05,8.70600E+05,0.0160,4.0000E-05,6.99296E+05,0.0179,5.0000E-05,5.81453E+05,0.0196,6.0000E-05,4.90703E+05,0.0212,7.0000E-05,4.46014E+05,0.0222,8.0000E-05,3.93954E+05,0.0240,9.0000E-05,3.54861E+05,0.0254,1.0000E-04,3.37107E+05,0.0257,2.0000E-04,2.29384E+06,0.0116,3.0000E-04,1.49323E+06,0.0140,4.0000E-04,1.08906E+06,0.0158,5.0000E-04,8.71607E+05,0.0173,6.0000E-04,7.35812E+05,0.0188,7.0000E-04,6.31033E+05,0.0201,8.0000E-04,5.41113E+05,0.0219,9.0000E-04,5.00468E+05,0.0224,1.0000E-03,4.45317E+05,0.0239,2.0000E-03,2.99175E+06,0.0109,3.0000E-03,1.82771E+06,0.0131,4.0000E-03,1.32725E+06,0.0151,5.0000E-03,1.02611E+06,0.0166,6.0000E-03,8.50537E+05,0.0183,7.0000E-03,7.27998E+05,0.0192,8.0000E-03,6.35919E+05,0.0202,9.0000E-03,5.73127E+05,0.0215,1.0000E-02,5.13866E+05,0.0227,2.0000E-02,3.61345E+06,0.0103,3.0000E-02,2.23650E+06,0.0122,4.0000E-02,1.63596E+06,0.0138,5.0000E-02,1.35175E+06,0.0148,6.0000E-02,1.17651E+06,0.0156,7.0000E-02,1.02536E+06,0.0166,8.0000E-02,9.76999E+05,0.0169,9.0000E-02,8.07087E+05,0.0183,1.0000E-01,7.82271E+05,0.0187,2.0000E-01,6.21032E+06,0.0080,3.0000E-01,4.55094E+06,0.0089,4.0000E-01,3.76968E+06,0.0094,5.0000E-01,3.02959E+06,0.0103,6.0000E-01,2.97971E+06,0.0105,7.0000E-01,2.73284E+06,0.0109,8.0000E-01,2.60852E+06,0.0112,9.0000E-01,2.38668E+06,0.0117,1.0000E+00,1.99871E+06,0.0127,2.0000E+00,1.45124E+07,0.0054,3.0000E+00,7.80023E+06,0.0071,4.0000E+00,3.56994E+06,0.0101,5.0000E+00,1.99481E+06,0.0136,6.0000E+00,1.03658E+06,0.0191,7.0000E+00,5.26994E+05,0.0263,8.0000E+00,2.33999E+05,0.0399,9.0000E+00,1.19283E+05,0.0566,1.0000E+01,6.13556E+04,0.0750,2.0000E+01,5.44319E+04,0.0836,3.0000E+01,2.31639E+02,1.0000,4.0000E+01,0.00000E+00,0.0000,5.0000E+01,0.00000E+00,0.0000,6.0000E+01,0.00000E+00,0.0000,7.0000E+01,0.00000E+00,0.0000,8.0000E+01,0.00000E+00,0.0000,9.0000E+01,0.00000E+00,0.0000,1.0000E+02,0.00000E+00,0.0000,2.0000E+02,0.00000E+00,0.0000,3.0000E+02,0.00000E+00,0.0000,4.0000E+02,0.00000E+00,0.0000,5.0000E+02,0.00000E+00,0.0000,6.0000E+02,0.00000E+00,0.0000,7.0000E+02,0.00000E+00,0.0000,8.0000E+02,0.00000E+00,0.0000,9.0000E+02,0.00000E+00,0.0000,1.0000E+03,0.00000E+00,0.0000,2.0000E+03,0.00000E+00,0.0000,3.0000E+03,0.00000E+00,0.0000,4.0000E+03,0.00000E+00,0.0000,5.0000E+03,0.00000E+00,0.0000,6.0000E+03,0.00000E+00,0.0000,7.0000E+03,0.00000E+00,0.0000,8.0000E+03,0.00000E+00,0.0000,9.0000E+03,0.00000E+00,0.0000
2124,shim rod poison (5 W spectrum),3.34271E+02,1.0000E-08,1.17468E+04,0.0232,2.0000E-08,4.44428E+04,0.0148,3.0000E-08,7.13451E+04,0.0129,4.0000E-08,9.06207E+04,0.0127,5.0000E-08,9.88757E+04,0.0128,6.0000E-08,9.78802E+04,0.0136,7.0000E-08,9.44298E+04,0.0145,8.0000E-08,8.49609E+04,0.0159,9.0000E-08,7.69175E+04,0.0174,1.0000E-07,6.87973E+04,0.0190,2.0000E-07,3.39151E+05,0.0096,3.0000E-07,1.45932E+05,0.0175,4.0000E-07,1.16389E+05,0.0214,5.0000E-07,1.01121E+05,0.0243,6.0000E-07,8.67751E+04,0.0269,7.0000E-07,8.08833E+04,0.0300,8.0000E-07,7.61430E+04,0.0318,9.0000E-07,6.85910E+04,0.0334,1.0000E-06,6.65976E+04,0.0353,2.0000E-06,5.14419E+05,0.0141,3.0000E-06,3.83871E+05,0.0180,4.0000E-06,3.25703E+05,0.0206,5.0000E-06,2.84242E+05,0.0228,6.0000E-06,2.49150E+05,0.0246,7.0000E-06,2.11774E+05,0.0265,8.0000E-06,2.06517E+05,0.0276,9.0000E-06,1.93132E+05,0.0288,1.0000E-05,1.87535E+05,0.0296,2.0000E-05,1.37830E+06,0.0125,3.0000E-05,9.76811E+05,0.0151,4.0000E-05,7.58570E+05,0.0173,5.0000E-05,6.35314E+05,0.0187,6.0000E-05,5.47708E+05,0.0201,7.0000E-05,4.79299E+05,0.0214,8.0000E-05,4.30232E+05,0.0227,9.0000E-05,3.88244E+05,0.0240,1.0000E-04,3.63419E+05,0.0246,2.0000E-04,2.49633E+06,0.0111,3.0000E-04,1.59662E+06,0.0135,4.0000E-04,1.17654E+06,0.0152,5.0000E-04,9.57831E+05,0.0166,6.0000E-04,8.00531E+05,0.0180,7.0000E-04,6.78412E+05,0.0196,8.0000E-04,6.24603E+05,0.0207,9.0000E-04,5.37284E+05,0.0216,1.0000E-03,4.81110E+05,0.0227,2.0000E-03,3.22381E+06,0.0105,3.0000E-03,1.98304E+06,0.0127,4.0000E-03,1.46247E+06,0.0143,5.0000E-03,1.14860E+06,0.0158,6.0000E-03,9.71034E+05,0.0170,7.0000E-03,8.41594E+05,0.0182,8.0000E-03,6.96143E+05,0.0196,9.0000E-03,6.21898E+05,0.0208,1.0000E-02,5.62253E+05,0.0217,2.0000E-02,3.90683E+06,0.0098,3.0000E-02,2.48270E+06,0.0115,4.0000E-02,1.80380E+06,0.0133,5.0000E-02,1.50617E+06,0.0140,6.0000E-02,1.33272E+06,0.0147,7.0000E-02,1.20334E+06,0.0153,8.0000E-02,1.09667E+06,0.0160,9.0000E-02,9.17239E+05,0.0171,1.0000E-01,8.63219E+05,0.0177,2.0000E-01,6.66782E+06,0.0077,3.0000E-01,5.05777E+06,0.0084,4.0000E-01,4.21903E+06,0.0089,5.0000E-01,3.35494E+06,0.0098,6.0000E-01,3.33130E+06,0.0099,7.0000E-01,3.05024E+06,0.0103,8.0000E-01,2.93343E+06,0.0106,9.0000E-01,2.61796E+06,0.0112,1.0000E+00,2.26159E+06,0.0119,2.0000E+00,1.60042E+07,0.0051,3.0000E+00,8.60392E+06,0.0068,4.0000E+00,4.10087E+06,0.0095,5.0000E+00,2.20052E+06,0.0131,6.0000E+00,1.16542E+06,0.0180,7.0000E+00,5.65918E+05,0.0258,8.0000E+00,2.60484E+05,0.0367,9.0000E+00,1.44058E+05,0.0497,1.0000E+01,7.02633E+04,0.0733,2.0000E+01,5.94228E+04,0.0775,3.0000E+01,0.00000E+00,0.0000,4.0000E+01,0.00000E+00,0.0000,5.0000E+01,0.00000E+00,0.0000,6.0000E+01,0.00000E+00,0.0000,7.0000E+01,0.00000E+00,0.0000,8.0000E+01,0.00000E+00,0.0000,9.0000E+01,0.00000E+00,0.0000,1.0000E+02,0.00000E+00,0.0000,2.0000E+02,0.00000E+00,0.0000,3.0000E+02,0.00000E+00,0.0000,4.0000E+02,0.00000E+00,0.0000,5.0000E+02,0.00000E+00,0.0000,6.0000E+02,0.00000E+00,0.0000,7.0000E+02,0.00000E+00,0.0000,8.0000E+02,0.00000E+00,0.0000,9.0000E+02,0.00000E+00,0.0000,1.0000E+03,0.00000E+00,0.0000,2.0000E+03,0.00000E+00,0.0000,3.0000E+03,0.00000E+00,0.0000,4.0000E+03,0.00000E+00,0.0000,5.0000E+03,0.00000E+00,0.0000,6.0000E+03,0.00000E+00,0.0000,7.0000E+03,0.00000E+00,0.0000,8.0000E+03,0.00000E+00,0.0000,9.0000E+03,0.00000E+00,0.0000
