rod,worth ($),max worth added per % height ($/%),max worth added per height ($/in),estimated critical position (ecp),ecp target keff,ecp cxs,input 5W bank height,5W cxs
bank,7.370668415715242,0.11288721409878587,0.7545619047655687,56.58959425878273,1.0,2.989343121782117,73.0,1.3353224340356569
