Core,Lifetime (us),Lifetime unc (us),Beff,Beff unc,B_1,B_2,B_3,B_4,B_5,B_6,L_1,L_2,L_3,L_4,L_5,L_6,half life (s),E_1,E_2,E_3,E_4,E_5,E_6,E_1 unc,E_2 unc,E_3 unc,E_4 unc,E_5 unc,E_6 unc,B_3 unc,L_3 unc,B_4 unc,L_4 unc,B_5 unc,L_5 unc,B_6 unc,L_6 unc
49,49.18472,0.97482,0.00631,0.00085,0.0,0.0,0.00119,0.00252,0.0006,7e-05,0.0,0.0,0.12075,0.30288,0.85041,2.85434,0.24284,0.0,0.0,0.44134,0.56015,0.52759,0.55835,0.0,0.0,0.00686,0.00616,0.01004,0.01827,0.00033,1e-05,0.00056,3e-05,0.00019,0.00015,5e-05,0.00065
