temp (C),rho,rho unc,dollars,dollars unc
21,0.0,0.0,0.0,0.0
327,-0.011403770776789269,-9.797057791546892e-05,-0.015205027702385692,-0.00013062743722062523
627,-0.010030348009879899,-4.9722439257905104e-05,-0.013373797346506532,-6.62965856772068e-05
927,-0.011081324317348746,-3.615647424267368e-05,-0.014775099089798327,-4.8208632323564904e-05
