temp (C),rho,rho unc,dollars,dollars unc
21,0.0,0.0,0.0,0.0
327,-3.7206617112991127,-0.03593072493187782,-4.96088228173215,-0.04790763324250376
627,-6.473177394133954,-0.03411860083654086,-8.630903192178605,-0.045491467782054484
927,-10.7542608904978,-0.03560373670716667,-14.339014520663735,-0.0474716489428889
