rod,worth ($),max worth added per % height ($/%),max worth added per height ($/in),estimated critical position (ecp),ecp target keff,ecp cxs,input 5W bank height,5W cxs
bank,8.96128883212159,0.1326790481800688,0.8868546904667756,58.502028721627575,1.0,3.2422117093579566,73.0,1.5551519877335618
