rod,worth ($),max worth added per % height ($/%),max worth added per height ($/in),estimated critical position (ecp),ecp target keff,ecp cxs,input 5W bank height,5W cxs
bank,8.963863254339364,0.13311371013234335,0.8897600624635582,57.00610516043318,1.0,3.459438181849269,73.0,1.570959309902372
