rod,worth ($),max worth added per % height ($/%),max worth added per height ($/in),estimated critical position (ecp),ecp target keff,ecp cxs,input 5W bank height,5W cxs
bank,8.62511680581065,0.12480512684998409,0.834223742628841,61.83108453745171,1.00171,2.8125435386065476,73.0,1.597874937940605
