Config,keff,keff unc,rho,rho unc,dollars,dollars unc
allrodsin,0.95879,0.00023,-4.2981257626800415,-0.0014581374249465293,-5.730834350240055,-0.0019441832332620394
safeout,0.98477,0.00026000000000000003,-1.546554017689406,-0.0005774556427971293,-2.062072023585875,-0.000769940857062839
shimout,0.98939,0.00024,-1.0723779298355562,-0.00036788034947505687,-1.4298372397807415,-0.0004905071326334092
regout,0.9767100000000001,0.00023999999999999998,-2.384535839706774,-0.0008286372637474059,-3.179381119609032,-0.0011048496849965412
allrodsout,1.02483,0.0002,2.422840861411152,0.0006686795674754573,3.230454481881536,0.0008915727566339431
