rod,worth ($),max worth added per % height ($/%),max worth added per height ($/in),reactivity addition rate ($/sec),max motor speed (in/min)
safe,2.4493222005265864,0.048986444010531725,0.3274357047019752,0.10368797315562547,29.31873299748331
shim,2.86687009897221,0.05733740197944419,0.38325526586260067,0.07026346540814346,25.048579511081414
reg,1.284349149686795,0.02568698299373589,0.1716972021160241,0.06867888084640963,55.91238460317376
