rod,worth ($),max worth added per % height ($/%),max worth added per height ($/in),reactivity addition rate ($/sec),max motor speed (in/min)
safe,2.435493525067407,0.031030865282744437,0.20741683636360753,0.06568199818180905,46.28361018471486
shim,2.9226290404250674,0.043717786150226846,0.29221888637256893,0.053573462501637636,32.85208604812878
reg,1.4275283750828889,0.022792374183551494,0.15234902743742315,0.060939610974969256,63.01320173470203
