height (%),safe,safe unc,shim,shim unc,reg,reg unc
0,1.01878,0.00031,1.0155399999999999,0.00037999999999999997,1.02793,0.00037
100,1.03821,0.00039,1.03821,0.00039,1.03821,0.00039
