temp (C),rho,rho unc,dollars,dollars unc
20,0.0,0.0,0.0,0.0
25,0.0211716264637066,0.00721529109908652,0.02822883528494214,0.00962038813211536
30,0.010984839015189776,0.0036075015780168253,0.014646452020253034,0.004810002104022433
35,0.006392072845293096,0.002361625356066633,0.008522763793724129,0.003148833808088844
40,0.01365874508264422,0.0018008067862631527,0.018211660110192294,0.002401075715017537
45,0.011602981534431922,0.0013887013144815504,0.01547064204590923,0.0018516017526420672
50,0.008177590425590657,0.0012008722653949,0.010903453900787542,0.0016011630205265334
55,0.00726515117184219,0.0010292269256433819,0.00968686822912292,0.0013723025675245093
60,0.00583471103128638,0.0008684305275701808,0.007779614708381841,0.0011579073700935742
65,0.01019458613882581,0.0007564255728638217,0.013592781518434413,0.0010085674304850956
70,0.008441837716983945,0.0007061798998126997,0.011255783622645258,0.0009415731997502664
75,0.007728467066926274,0.000653844815850154,0.0103046227559017,0.0008717930878002054
80,0.007018342979340864,0.0005993815165644932,0.009357790639121151,0.0007991753554193241
85,0.006081840984018968,0.0005433607763801219,0.008109121312025291,0.0007244810351734959
90,0.00806620456274844,0.0005130186111946698,0.010754939416997922,0.0006840248149262264
95,0.006512860317029001,0.00047918226776881855,0.008683813756038668,0.0006389096903584248
99,0.006709191739480525,0.0004547308185539492,0.008945588985974034,0.0006063077580719323
